Company,TypeName,Ram,Weight,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,Price
Asus,Netbook,4,1.2,0,0,135.0942112,Other Intel Processor,0,0,Intel,Others,9.638174224
Lenovo,Notebook,16,1.1,0,1,209.8006829,Intel Core i7,0,256,Intel,Windows,11.84649062
HP,Notebook,8,1.91,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,10.86209267
Dell,2 in 1 Convertible,8,2.3,1,1,141.2119981,Intel Core i5,0,256,Intel,Windows,10.97315701
HP,Notebook,4,2.04,0,0,100.4546699,Intel Core i5,0,256,Intel,Windows,10.86209267
Dell,Ultrabook,16,1.2,1,0,276.0535301,Intel Core i7,0,1000,Intel,Windows,11.69602272
HP,Notebook,4,2.31,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,10.53397157
HP,Notebook,4,1.96,0,0,100.4546699,Intel Core i5,500,0,Intel,Others,10.18816712
Acer,Notebook,8,2.4,0,0,100.4546699,AMD Processor,1000,0,AMD,Windows,10.08258391
Dell,2 in 1 Convertible,12,1.6,1,1,165.6321181,Intel Core i7,0,256,Intel,Windows,11.14491104
MSI,Gaming,16,2.94,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,11.4816032
HP,Notebook,8,2.04,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,10.95097495
Asus,Gaming,16,4,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,Others,10.8813143
Dell,Notebook,4,2.25,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,10.3017105
Dell,Notebook,16,2.32,0,0,141.2119981,Intel Core i7,2000,0,AMD,Windows,10.87325587
MSI,Gaming,16,1.8,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,11.54031804
Dell,Ultrabook,8,1.29,0,0,165.6321181,Intel Core i7,0,256,Intel,Windows,11.26038194
Asus,Gaming,64,3.58,0,1,127.3356746,Intel Core i7,0,1000,Nvidia,Windows,12.26334105
Dell,2 in 1 Convertible,8,1.62,1,0,165.6321181,Intel Core i7,0,256,Intel,Windows,10.65768215
Dell,Gaming,16,3.21,0,0,282.4239962,Intel Core i7,1000,256,Nvidia,Windows,11.16774308
Apple,Ultrabook,8,0.92,0,1,226.4155472,Other Intel Processor,0,0,Intel,Mac,11.14568057
Dell,Notebook,4,2.06,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,10.15346365
HP,Notebook,4,2.31,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,11.06480418
HP,Ultrabook,8,1.26,0,0,176.2325736,Intel Core i5,0,256,Intel,Windows,11.06480418
HP,Notebook,8,1.49,0,0,165.6321181,Intel Core i7,0,256,Intel,Windows,10.969494
Lenovo,Ultrabook,8,1.3,1,1,176.2325736,Intel Core i7,0,256,Intel,Windows,11.42184853
Lenovo,Notebook,8,3,0,0,106.1130621,Intel Core i5,1000,0,AMD,Windows,10.46628456
Lenovo,Notebook,4,2.3,0,1,141.2119981,Intel Core i5,1000,0,Nvidia,Windows,10.86004768
MSI,Gaming,16,3.78,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.79920696
Lenovo,Notebook,4,2.1,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,10.26713017
HP,Notebook,4,2.31,0,0,141.2119981,Intel Core i5,500,0,Intel,Windows,10.8214409
Lenovo,Ultrabook,8,0.99,1,1,234.9767648,Other Intel Processor,0,512,Intel,Windows,11.219074
Lenovo,Gaming,32,4.6,0,1,127.3356746,Intel Core i7,0,512,Nvidia,Windows,12.05888964
Lenovo,2 in 1 Convertible,4,0.69,1,1,224.1738091,Other Intel Processor,0,0,Intel,Windows,10.4467784
HP,Ultrabook,16,1.3,0,1,331.2642361,Intel Core i7,0,512,Intel,Windows,11.60066817
Dell,Notebook,8,2.18,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,10.59563423
HP,Notebook,4,1.54,0,0,157.3505121,Intel Core i5,500,0,Intel,Windows,10.91383581
HP,Workstation,8,1.9,0,0,141.2119981,Intel Core i7,0,256,AMD,Windows,11.28544251
Lenovo,Notebook,8,1.7,0,0,157.3505121,Intel Core i5,0,180,Intel,Windows,11.06480418
HP,Notebook,4,1.29,0,0,276.0535301,Other Intel Processor,0,0,Intel,Others,10.39718329
Acer,Notebook,4,2.4,0,0,100.4546699,AMD Processor,500,0,AMD,Windows,9.933985719
Dell,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,500,0,Intel,Others,9.950616681
HP,Notebook,4,1.86,0,0,100.4546699,Intel Core i3,1000,0,Intel,Others,9.821970899
Asus,Gaming,8,2.7,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.35269474
Dell,Ultrabook,4,1.4,0,1,165.6321181,Intel Core i5,0,256,AMD,Windows,10.68285114
HP,Netbook,4,2.4,0,0,125.367428,Intel Core i5,0,128,Intel,Windows,11.35269474
Acer,Notebook,8,2.4,0,0,141.2119981,Intel Core i5,1000,256,Nvidia,Windows,10.65892197
Dell,Notebook,8,2.36,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows,10.43515244
MSI,Gaming,8,2.6,0,0,127.3356746,Intel Core i7,0,256,Nvidia,Windows,11.35269474
HP,Notebook,4,1.96,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Windows,10.19016912
Asus,Gaming,16,4.3,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.71579055
Dell,Ultrabook,4,1.5,0,0,125.367428,Intel Core i3,500,0,Intel,Windows,11.01008111
Dell,Ultrabook,4,1.5,0,0,125.367428,Intel Core i3,0,128,Intel,Windows,11.03772695
Acer,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,0,16,Intel,Others,9.317895278
HP,Workstation,8,3,0,1,127.3356746,Intel Core i7,1000,0,AMD,Windows,11.94768216
Lenovo,Gaming,16,2.4,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,11.06480418
Dell,Ultrabook,8,1.5,0,0,125.367428,Intel Core i5,0,256,Intel,Windows,11.22910218
MSI,Gaming,8,2.9,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.29621373
Lenovo,2 in 1 Convertible,4,2.1,1,1,141.2119981,Intel Core i5,0,256,Intel,Windows,10.7406
HP,Notebook,4,2.1,0,0,141.2119981,AMD Processor,1000,0,AMD,Windows,9.962013032
Asus,Gaming,16,2.59,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.17523937
HP,Notebook,8,1.16,1,0,276.0535301,Other Intel Processor,0,256,Intel,Windows,11.41335615
Dell,Notebook,4,2.24,0,0,100.4546699,Intel Core i5,500,0,AMD,Windows,10.62084704
Lenovo,Notebook,4,2.1,0,0,100.4546699,Intel Core i3,0,128,Intel,Windows,10.03701795
HP,Ultrabook,8,1.16,0,0,165.6321181,Intel Core i7,0,512,Intel,Windows,11.5608421
Lenovo,2 in 1 Convertible,4,0.69,1,1,224.1738091,Other Intel Processor,0,0,Intel,Others,10.28365947
Dell,Ultrabook,8,1.23,0,0,165.6321181,Intel Core i7,0,256,Intel,Windows,11.2046749
Lenovo,Gaming,16,4.6,0,1,127.3356746,Intel Core i7,0,256,Nvidia,Windows,11.89491358
Razer,Ultrabook,8,1.25,1,0,352.4651472,Intel Core i7,0,256,Intel,Windows,10.91190376
Toshiba,Ultrabook,16,1.05,0,0,165.6321181,Intel Core i7,0,512,Intel,Windows,11.68352256
Asus,Gaming,8,3.52,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.1552424
Vero,Notebook,4,1.35,0,0,165.6321181,Other Intel Processor,0,0,Intel,Windows,9.253675685
HP,Notebook,8,1.16,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.40804483
HP,Notebook,8,1.43,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,11.29741074
Dell,Notebook,4,2.09,0,0,100.4546699,Intel Core i5,500,0,Intel,Others,10.23634635
Asus,Notebook,4,2,0,0,100.4546699,Intel Core i3,1000,0,Intel,Windows,10.05090706
Lenovo,2 in 1 Convertible,8,1.8,1,1,157.3505121,Intel Core i7,0,256,Intel,Windows,11.39554095
Lenovo,2 in 1 Convertible,4,0.69,1,1,224.1738091,Other Intel Processor,0,0,Intel,Windows,10.14726162
HP,Ultrabook,8,1.26,0,0,125.367428,Intel Core i5,0,256,Intel,Windows,11.52253514
Lenovo,Gaming,8,2.4,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Others,10.87225536
HP,Gaming,8,3.35,0,1,127.3356746,Intel Core i5,1000,128,Nvidia,Windows,11.00464859
HP,Notebook,8,2.04,0,0,100.4546699,Intel Core i7,2000,0,Intel,Windows,10.41969228
Lenovo,2 in 1 Convertible,8,1.8,1,1,157.3505121,Intel Core i7,0,512,Nvidia,Windows,11.60134145
Asus,Notebook,4,1.5,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,9.60318214
HP,Ultrabook,8,1.84,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,10.59829735
Acer,Notebook,4,2.23,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Windows,10.39880799
Lenovo,Notebook,16,2.5,0,0,141.2119981,Intel Core i7,0,0,AMD,Windows,10.97771698
HP,Workstation,8,3,0,1,127.3356746,Intel Core i7,0,256,Nvidia,Windows,12.25687997
Dell,Notebook,8,2.5,0,0,100.4546699,Intel Core i5,1000,0,AMD,Windows,10.63997005
MSI,Gaming,16,3.78,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.75836829
HP,Ultrabook,8,1.88,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,11.65883579
Lenovo,2 in 1 Convertible,16,2.8,1,1,209.8006829,Intel Core i7,0,512,Intel,Windows,11.77531434
MSI,Gaming,8,2.4,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.0167977
HP,2 in 1 Convertible,8,1.48,1,0,165.6321181,Intel Core i5,0,256,Intel,Windows,11.37128263
HP,Workstation,8,2.59,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.68486936
HP,2 in 1 Convertible,8,1.48,1,0,220.8428241,Intel Core i7,0,256,Intel,Windows,11.47054726
HP,Workstation,8,2,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,11.52464374
HP,Ultrabook,8,1.26,0,0,176.2325736,Intel Core i7,0,256,Intel,Windows,11.71489846
Dell,Notebook,8,2.18,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,10.89316762
HP,Notebook,8,1.88,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,11.34010804
Lenovo,2 in 1 Convertible,8,1.27,1,1,209.8006829,Intel Core i7,0,256,Intel,Windows,11.73303979
Lenovo,Notebook,4,1.9,0,0,100.4546699,Intel Core i3,1000,0,Intel,Others,9.801561134
HP,Notebook,4,1.86,0,0,100.4546699,AMD Processor,500,0,AMD,Windows,9.669293165
Lenovo,Notebook,8,2.32,0,0,141.2119981,Intel Core i5,1000,0,AMD,Others,10.37082262
Dell,Gaming,8,2.62,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,11.06480418
Dell,Notebook,8,2.04,1,1,282.4239962,Intel Core i5,0,256,Nvidia,Windows,11.6945487
HP,Notebook,4,1.91,0,0,141.2119981,AMD Processor,0,256,AMD,Windows,10.14703195
MSI,Gaming,16,2.7,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.28396986
Lenovo,Ultrabook,12,1.4,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows,11.71579055
Lenovo,Notebook,8,2.5,0,0,141.2119981,Intel Core i5,0,0,AMD,Windows,10.64568075
HP,2 in 1 Convertible,8,1.48,1,0,220.8428241,Intel Core i7,0,512,Intel,Windows,11.59675619
Lenovo,Ultrabook,8,1.7,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,11.28811452
MSI,Gaming,16,1.7,0,0,157.3505121,Intel Core i7,1000,256,Nvidia,Windows,11.45373072
HP,Gaming,8,2.62,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,10.77684406
Lenovo,Notebook,8,2.2,0,0,100.4546699,Intel Core i3,1000,0,Intel,Windows,10.10461124
HP,Notebook,4,2.1,0,0,100.4546699,Intel Core i5,500,0,Intel,Others,10.14305655
Dell,Gaming,8,2.62,0,0,282.4239962,Intel Core i7,1000,128,Nvidia,Windows,11.28744719
Lenovo,Notebook,8,1.95,0,1,141.2119981,Intel Core i5,0,256,Intel,Windows,11.21262005
Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,Windows,10.12402932
HP,Notebook,2,1.44,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,9.493013923
MSI,Gaming,8,2.2,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,10.70777173
HP,Notebook,8,1.96,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,10.49618215
HP,Notebook,16,2.1,0,0,141.2119981,Intel Core i7,0,512,Intel,Windows,11.03087387
Asus,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,9.88635767
Lenovo,Notebook,4,2.1,0,0,100.4546699,Intel Core i5,500,0,Intel,Others,9.962013032
Lenovo,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Others,10.53941655
Asus,Notebook,4,2,0,0,157.3505121,Intel Core i3,0,256,Intel,Windows,10.620652
Lenovo,Notebook,4,2.32,0,0,141.2119981,Intel Core i7,0,0,Intel,Windows,10.69094441
Lenovo,Gaming,16,3.31,0,1,141.2119981,Intel Core i7,0,512,Nvidia,Windows,11.14951935
MSI,Gaming,16,1.91,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.65035036
HP,Notebook,4,2.07,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,10.45253339
Lenovo,2 in 1 Convertible,8,1.36,1,1,209.8006829,Intel Core i5,0,256,Intel,Windows,11.3761816
Lenovo,Ultrabook,6,1.54,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,10.69819082
Dell,Notebook,8,1.98,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Others,10.77239592
Acer,Notebook,4,2.1,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,9.783703516
HP,Notebook,6,2.18,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,10.65892197
Asus,Gaming,8,2.591,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,10.78790612
Dell,2 in 1 Convertible,16,2.09,1,0,141.2119981,Intel Core i7,0,512,Intel,Windows,11.04798293
Acer,Notebook,4,2.23,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,10.51370085
Dell,Ultrabook,8,1.23,1,0,276.0535301,Intel Core i5,0,256,Intel,Others,10.97771698
Acer,Gaming,16,4.2,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.83844306
Lenovo,Gaming,8,2.4,0,1,141.2119981,Intel Core i5,1000,0,Nvidia,Windows,10.68364511
HP,Notebook,4,1.86,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,10.15970992
Apple,Ultrabook,8,0.92,0,1,226.4155472,Other Intel Processor,0,0,Intel,Mac,11.03431918
Dell,2 in 1 Convertible,8,1.6,1,1,165.6321181,Intel Core i5,0,256,Intel,Windows,11.06480418
HP,Notebook,12,2.21,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.16623706
Lenovo,Notebook,4,1.9,0,0,100.4546699,Intel Core i3,1000,0,AMD,Others,9.883643964
Asus,Gaming,16,4.3,0,1,127.3356746,Intel Core i7,1000,512,Nvidia,Windows,11.64878415
Acer,Notebook,4,2.1,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others,9.581363093
MSI,Gaming,16,2.43,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.60061937
Dell,Notebook,4,2.3,0,0,100.4546699,Intel Core i3,0,128,AMD,Windows,10.18816712
Lenovo,Notebook,8,2.2,0,0,100.4546699,Intel Core i7,500,0,Nvidia,Others,10.41969228
Dell,2 in 1 Convertible,16,2,1,0,141.2119981,Intel Core i7,0,512,Intel,Windows,11.13407502
Dell,Ultrabook,16,1.2,1,0,276.0535301,Intel Core i7,0,512,Intel,Windows,11.8691331
Asus,Gaming,8,2.2,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,11.03946499
Dell,Notebook,8,2.36,0,0,141.2119981,Intel Core i5,0,256,AMD,Windows,10.76565826
HP,Notebook,8,1.91,0,0,100.4546699,Intel Core i5,0,256,Intel,Windows,10.3368635
Lenovo,Notebook,4,2.2,0,0,100.4546699,AMD Processor,500,0,AMD,Windows,9.6760046
Acer,Notebook,8,3.3,0,0,106.1130621,Intel Core i3,1000,0,Nvidia,Windows,10.41969228
Asus,Gaming,16,2.2,0,0,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,11.77899608
Apple,Ultrabook,8,0.92,0,1,226.4155472,Other Intel Processor,0,0,Intel,Mac,11.12939483
Asus,Notebook,16,2.2,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.4423605
MSI,Gaming,16,2.43,0,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.55062759
Dell,2 in 1 Convertible,8,2.191,1,1,141.2119981,Intel Core i5,0,256,Intel,Windows,10.8823158
Asus,Gaming,16,2.9,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.55063273
Acer,Netbook,2,1.3,0,0,135.0942112,Other Intel Processor,0,32,Intel,Others,9.134616325
Acer,Notebook,4,3.3,0,0,106.1130621,Intel Core i3,1000,0,Nvidia,Windows,10.36915178
Lenovo,Notebook,8,2.8,0,0,106.1130621,Intel Core i5,1000,0,Intel,Others,10.2652766
Lenovo,Gaming,8,2.6,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.12390677
Acer,2 in 1 Convertible,8,1.2,1,1,157.3505121,Intel Core i7,0,256,Intel,Windows,11.0222083
Lenovo,Notebook,8,2.3,0,1,141.2119981,Intel Core i7,0,256,Intel,Windows,11.30793023
MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.27272655
HP,Notebook,6,2.1,0,0,141.2119981,AMD Processor,1000,0,AMD,Windows,10.24654946
Dell,Ultrabook,8,1.26,1,0,176.2325736,Intel Core i5,0,256,Intel,Windows,11.4217785
Dell,2 in 1 Convertible,4,2.08,1,0,146.860478,Intel Core i3,500,0,Intel,Windows,10.20800904
Asus,Notebook,4,2.65,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Windows,9.708902303
Dell,Ultrabook,8,1.29,1,0,276.0535301,Intel Core i7,0,256,Intel,Windows,11.27332931
Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i5,1000,0,Intel,Others,10.23296038
Lenovo,Gaming,16,2.6,1,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,10.91190376
MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.0222083
Lenovo,Netbook,16,1.3,1,1,176.2325736,Intel Core i7,0,512,Intel,Windows,11.38409159
Razer,Gaming,16,1.95,0,0,157.3505121,Intel Core i7,0,1000,Nvidia,Windows,12.13579352
Dell,Notebook,8,2.3,1,0,100.4546699,Intel Core i3,1000,0,Intel,Windows,10.12618512
MSI,Gaming,16,2.7,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,11.35206915
Apple,Ultrabook,4,1.08,0,0,135.0942112,Intel Core i5,0,0,Intel,Mac,10.8414521
HP,Notebook,4,2.1,0,0,141.2119981,Intel Core i3,1000,0,Intel,Windows,10.14517176
HP,Ultrabook,8,1.54,0,0,209.8006829,Intel Core i7,0,256,Intel,Windows,11.6709506
Dell,Notebook,4,2.24,0,0,100.4546699,Intel Core i5,500,0,Intel,Windows,10.57814892
MSI,Gaming,8,2.3,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.03946499
Lenovo,Notebook,16,1.4,0,1,165.6321181,Intel Core i7,0,512,Intel,Windows,11.28811452
Lenovo,Notebook,6,2.2,0,0,141.2119981,AMD Processor,0,256,AMD,Windows,10.36843246
Asus,Ultrabook,8,1.45,0,0,165.6321181,Intel Core i7,0,256,Intel,Windows,11.13017638
Acer,Notebook,4,2.4,0,0,100.4546699,Intel Core i3,500,0,Intel,Others,9.866652599
Dell,2 in 1 Convertible,16,2.77,1,0,127.3356746,Intel Core i7,0,512,Nvidia,Windows,11.47054726
HP,Notebook,4,1.54,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,10.97861739
Asus,Gaming,16,2.5,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,11.35331993
Dell,Notebook,4,1.6,0,0,111.9352036,Intel Core i5,500,0,Intel,Windows,10.74978491
Asus,Gaming,16,2.34,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,11.72703634
Lenovo,Notebook,8,2.3,0,1,141.2119981,Intel Core i5,0,256,Intel,Others,10.32644674
Dell,2 in 1 Convertible,8,1.24,1,0,276.0535301,Intel Core i5,0,256,Intel,Windows,11.47829924
Dell,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,500,0,Intel,Others,9.756304542
HP,Notebook,4,1.86,0,0,100.4546699,AMD Processor,500,0,AMD,Windows,9.964522443
Lenovo,Notebook,6,2.4,0,0,141.2119981,Intel Core i3,0,128,Nvidia,Windows,10.31944146
Lenovo,Notebook,8,1.9,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,10.95284237
Dell,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,10.07136307
Asus,Notebook,4,2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Windows,9.801561134
Asus,Gaming,16,4,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,11.52517019
Dell,Notebook,4,2.29,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,10.16996642
Lenovo,Notebook,8,2.32,0,0,141.2119981,Intel Core i7,0,0,AMD,Windows,10.77238474
MSI,Gaming,8,2.4,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,11.08951714
Lenovo,2 in 1 Convertible,4,1.8,1,0,157.3505121,Intel Core i5,0,128,Intel,Windows,10.70060667
Asus,Ultrabook,8,1.2,0,1,165.6321181,Other Intel Processor,0,512,Intel,Windows,10.56723476
Dell,Notebook,6,2.3,0,0,100.4546699,Intel Core i3,1000,0,Intel,Windows,10.10461124
Acer,Notebook,4,2.4,0,0,100.4546699,Other Intel Processor,500,0,Intel,Others,9.641987714
Dell,Notebook,2,2.2,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,9.913097231
Lenovo,Notebook,8,2.6,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,10.77684406
HP,Notebook,6,2.04,0,0,141.2119981,AMD Processor,0,0,AMD,Windows,10.28546112
Dell,Notebook,8,2.3,0,0,100.4546699,Intel Core i7,1000,0,AMD,Others,10.66763236
HP,Netbook,2,1.17,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,9.317895278
Asus,Notebook,4,2.2,0,0,100.4546699,Intel Core i7,500,0,Nvidia,Windows,10.55525658
Lenovo,2 in 1 Convertible,4,1.8,1,1,157.3505121,Intel Core i7,0,128,Intel,Windows,10.43389931
Lenovo,2 in 1 Convertible,16,1.3,1,1,276.0535301,Intel Core i7,0,512,Intel,Windows,11.28811452
Lenovo,Notebook,2,1.5,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,9.40928303
HP,Notebook,6,2.19,0,0,100.4546699,Intel Core i7,1000,0,AMD,Windows,10.61412882
